,nr,name,y,x,google map
378,379,Sortijón del Cuzna,38.197497,-4.938638,"http://maps.google.com/maps?ll=38.197497,-4.938638&spn=0.01,0.01&t=h&q=38.197497,-4.938638"
379,380,Los Pobos,38.262668,-4.585189,"http://maps.google.com/maps?ll=38.262668,-4.585189&spn=0.01,0.01&t=h&q=38.262668,-4.585189"
380,381,La Atalaya,38.265471,-4.920006,"http://maps.google.com/maps?ll=38.265471,-4.920006&spn=0.01,0.01&t=h&q=38.265471,-4.920006"
381,382,El Soldado,38.317817,-5.09031,"http://maps.google.com/maps?ll=38.317817,-5.09031&spn=0.01,0.01&t=h&q=38.317817,-5.09031"
382,383,Arroyo Perecedero,38.313736,-5.073306,"http://maps.google.com/maps?ll=38.313736,-5.073306&spn=0.01,0.01&t=h&q=38.313736,-5.073306"
383,384,Las Morras,38.650368,-5.018602,"http://maps.google.com/maps?ll=38.650368,-5.018602&spn=0.01,0.01&t=h&q=38.650368,-5.018602"
384,385,Los Almadenes,38.403839,-5.120316,"http://maps.google.com/maps?ll=38.403839,-5.120316&spn=0.01,0.01&t=h&q=38.403839,-5.120316"
385,386,Cortijo de Peralbo,38.377806,-4.870703,"http://maps.google.com/maps?ll=38.377806,-4.870703&spn=0.01,0.01&t=h&q=38.377806,-4.870703"
386,387,La Pililla,38.39236,-4.823492,"http://maps.google.com/maps?ll=38.39236,-4.823492&spn=0.01,0.01&t=h&q=38.39236,-4.823492"
387,388,Almadenes del Soberbio,38.298975,-4.749755,"http://maps.google.com/maps?ll=38.298975,-4.749755&spn=0.01,0.01&t=h&q=38.298975,-4.749755"
388,389,Dehesa de Quirós,38.305707,-4.837421,"http://maps.google.com/maps?ll=38.305707,-4.837421&spn=0.01,0.01&t=h&q=38.305707,-4.837421"
389,390,Llano Tabernero,38.35198,-4.83338,"http://maps.google.com/maps?ll=38.35198,-4.83338&spn=0.01,0.01&t=h&q=38.35198,-4.83338"
390,391,Pentre,53.2421,-3.1985,"http://maps.google.com/maps?ll=53.2421,-3.1985&spn=0.01,0.01&t=h&q=53.2421,-3.1985"
